review_vi,review_pre,sentiment
"Giảng viên tận tâm, nhiệt tình cho phép sinh viên thuyết trình về các chủ đề nhất định, giúp sinh viên nâng cao khả năng làm việc nhóm.","giảng viên tận tâm, nhiệt tình cho phép sinh viên thuyết trình về các chủ đề nhất định, giúp sinh viên nâng cao khả năng làm việc nhóm.",positive
"Hầu hết các môn học đều rất yên tĩnh, hầu hết học sinh chỉ đến lớp để kiếm sống, giáo viên đảm bảo giờ học nhưng không tạo được cao trào cho giờ học.","hầu hết các môn học đều rất yên tĩnh, hầu hết học sinh chỉ đến lớp để kiếm sống, giáo viên đảm bảo giờ học nhưng không tạo được cao trào cho giờ học.",negative
"Giảng viên tận tâm, nhiệt tình, kỹ năng giao tiếp tốt.","giảng viên tận tâm, nhiệt tình, kỹ năng giao tiếp tốt.",positive
Hầu hết bạn bè của tôi và tôi không luyện tập.,hầu hết bạn bè của tôi và tôi không luyện tập.,negative
"Giảng viên tận tình, nhiệt tình, có nhiều bài tập hay.","giảng viên tận tình, nhiệt tình, có nhiều bài tập hay.",positive
Phần lớn công việc này là để học sinh tự làm và hoàn toàn giao cho lớp trưởng.,phần lớn công việc này là để học sinh tự làm và hoàn toàn giao cho lớp trưởng.,negative
"Giảng viên tận tâm, nhiệt tình, nội dung bài giảng hay.","giảng viên tận tâm, nhiệt tình, nội dung bài giảng hay.",positive
Hầu hết học sinh đều ngủ gật trong lớp.,hầu hết học sinh đều ngủ gật trong lớp.,negative
"Giảng viên tận tâm, nhiệt tình, trẻ nhưng có kiến ​​thức rất tốt.","giảng viên tận tâm, nhiệt tình, trẻ nhưng có kiến ​​thức rất tốt.",positive
Hầu như mọi bữa ăn đều theo thời gian.,hầu như mọi bữa ăn đều theo thời gian.,negative
Chúng tôi hầu như không hấp thụ bất cứ điều gì.,chúng_tôi hầu như không hấp thụ bất cứ điều gì.,negative
"Giảng viên tận tâm, nhiệt tình, đảm bảo giờ học hiệu quả.","giảng viên tận tâm, nhiệt tình, đảm bảo giờ học hiệu quả.",positive
"Giảng viên tận tâm, nhiệt tình, giảng dạy dễ hiểu.","giảng viên tận tâm, nhiệt tình, giảng dạy dễ hiểu.",positive
Hầu hết giảng viên không giảng bài mà chỉ dịch slide vì chúng được viết bằng tiếng Anh.,hầu hết giảng viên không giảng bài mà chỉ dịch slide vì chúng được viết bằng tiếng anh.,negative
"Giảng viên tận tâm, nhiệt tình, dễ thương.","giảng viên tận tâm, nhiệt tình, dễ thương.",positive
Hầu như không dạy kiến ​​thức oracle cho học viên mà chỉ nhắc lại kiến ​​thức về hệ quản trị cơ sở dữ liệu.,hầu như không dạy kiến ​​thức oracle cho học viên mà chỉ nhắc lại kiến ​​thức về hệ quản trị cơ sở dữ liệu.,negative
"Giảng viên tận tình, nhiệt tình, dễ gần, đến lớp đúng giờ.","giảng viên tận tình, nhiệt tình, dễ gần, đến lớp đúng giờ.",positive
"Hầu hết thời gian trong năm học, giảng viên chỉ dạy đúng lịch 2 đến 3 ngày, các giảng viên còn lại tự ý dời lịch học sang thứ bảy mà không hỏi ý kiến ​​sinh viên, vì thứ bảy có nhiều sinh viên có lịch học khác.","hầu hết thời gian trong năm học, giảng viên chỉ dạy đúng lịch 2 đến 3 ngày, các giảng viên còn lại tự ý dời lịch học sang thứ bảy mà không hỏi ý kiến ​​sinh viên, vì thứ bảy có nhiều sinh viên có lịch học khác.",negative
"Giảng viên tận tâm, nhiệt tình, gần gũi với học viên.","giảng viên tận tâm, nhiệt tình, gần gũi với học viên.",positive
Kết quả là họ phải sao chép lẫn nhau.,kết quả là họ phải sao chép lẫn nhau.,negative
"Giảng viên tận tâm, nhiệt tình, giảng dạy nội dung bài học rất chi tiết.","giảng viên tận tâm, nhiệt tình, giảng dạy nội dung bài học rất chi tiết.",positive
thường xuyên bận rộn với công việc đột xuất.,thường xuyên bận rộn với công việc đột xuất.,negative
"Giảng viên tận tâm, nhiệt tình giảng dạy nội dung môn học rất chi tiết kèm ví dụ sinh động, thực tế.","giảng viên tận tâm, nhiệt tình giảng dạy nội dung môn học rất chi tiết kèm ví dụ sinh động, thực tế.",positive
hoặc bù đắp thời gian học tập.,hoặc bù đắp thời gian học tập.,negative
"Giảng viên tận tâm, nhiệt tình và tài năng.","giảng viên tận tâm, nhiệt tình và tài năng.",positive
hoặc gặp vấn đề khi sử dụng.,hoặc gặp vấn đề khi sử dụng.,negative
"Giảng viên tận tâm, nhiệt tình, ham học hỏi.","giảng viên tận tâm, nhiệt tình, ham học hỏi.",positive
thường về nhà muộn ở Colonsad.,thường về nhà muộn ở colonsad.,negative
"Giảng viên tận tâm, nhiệt tình, giúp đỡ sinh viên giải đáp các thắc mắc của bộ môn.","giảng viên tận tâm, nhiệt tình, giúp đỡ sinh viên giải đáp các thắc mắc của bộ môn.",positive
hoặc nghỉ học hơn một giờ.,hoặc nghỉ học hơn một giờ.,negative
"Giảng viên tận tâm, nhiệt tình và hòa đồng.","giảng viên tận tâm, nhiệt tình và hòa đồng.",positive
thường được nghỉ phép hoặc bỏ học.,thường được nghỉ phép hoặc bỏ học.,negative
"Giảng viên tận tâm, nhiệt tình, khả năng giao tiếp tốt.","giảng viên tận tâm, nhiệt tình, khả năng giao tiếp tốt.",positive
hoặc nghỉ ngơi.,hoặc nghỉ ngơi.,negative
"Giảng viên tận tâm, nhiệt tình, kiến ​​thức và kỹ năng giao tiếp rất tốt.","giảng viên tận tâm, nhiệt tình, kiến ​​thức và kỹ năng giao tiếp rất tốt.",positive
hoặc nghỉ phép liên tục vì đi công tác.,hoặc nghỉ phép liên tục vì đi công tác.,negative
"Giáo viên tận tâm, nhiệt tình và đến lớp đúng giờ.","giáo viên tận tâm, nhiệt tình và đến lớp đúng giờ.",positive
thường đến muộn.,thường đến muộn.,negative
"Giảng viên tận tâm, nhiệt tình, phương pháp giảng dạy giúp sinh viên hiểu và áp dụng kiến ​​thức.","giảng viên tận tâm, nhiệt tình, phương pháp giảng dạy giúp sinh viên hiểu và áp dụng kiến ​​thức.",positive
"thường đi muộn, dạy quá nhiều thời gian.","thường đi muộn, dạy quá nhiều thời gian.",negative
"Giảng viên tận tâm, nhiệt tình, phương pháp giảng dạy dễ hiểu.","giảng viên tận tâm, nhiệt tình, phương pháp giảng dạy dễ hiểu.",positive
"thường về muộn, thường buồn ngủ.","thường về muộn, thường buồn ngủ.",negative
"Giảng viên tận tâm, nhiệt tình, quan tâm đến học viên.","giảng viên tận tâm, nhiệt tình, quan tâm đến học viên.",positive
hoặc tham dự.,hoặc tham dự.,negative
"Giảng viên tận tâm, nhiệt tình tạo cảm giác gần gũi, không khí thoải mái, giúp học viên tiếp thu bài học tốt.","giảng viên tận tâm, nhiệt tình tạo cảm giác gần gũi, không khí thoải mái, giúp học viên tiếp thu bài học tốt.",positive
hoặc tham dự sớm.,hoặc tham dự sớm.,negative
"Giảng viên tận tâm, nhiệt tình, bám sát tình hình kiến ​​thức của học viên.","giảng viên tận tâm, nhiệt tình, bám sát tình hình kiến ​​thức của học viên.",positive
thường gây buồn ngủ.,thường gây buồn ngủ.,negative
"Giảng viên tận tâm, nhiệt tình, vui tính.","giảng viên tận tâm, nhiệt tình, vui tính.",positive
Hoặc chạm vào micrô trên bảng hoặc bàn.,hoặc chạm vào micrô trên bảng hoặc bàn.,negative
"Giảng viên tận tâm, nhiệt tình, vui vẻ, giảng dạy hay và hấp dẫn.","giảng viên tận tâm, nhiệt tình, vui vẻ, giảng dạy hay và hấp dẫn.",positive
hoặc la mắng học sinh làm bài tập không đúng.,hoặc la mắng học sinh làm bài tập không đúng.,negative
"Giảng viên tận tâm, nhiệt tình, vui vẻ, hòa đồng, luôn giải đáp mọi thắc mắc của học viên.","giảng viên tận tâm, nhiệt tình, vui vẻ, hòa đồng, luôn giải đáp mọi thắc mắc của học viên.",positive
hoặc lan man và giảng dạy những điều không cần thiết.,hoặc lan man và giảng dạy những điều không cần thiết.,negative
"Giảng viên tận tâm, nhiệt tình, vui vẻ.","giảng viên tận tâm, nhiệt tình, vui vẻ.",positive
thường đến lớp muộn.,thường đến lớp muộn.,negative
"Giảng viên tận tâm, nhiệt tình giảng dạy, dễ hiểu, vui tính, nhẹ nhàng.","giảng viên tận tâm, nhiệt tình giảng dạy, dễ hiểu, vui tính, nhẹ nhàng.",positive
thường xuyên nghỉ ngơi.,thường xuyên nghỉ ngơi.,negative
"Giảng viên tận tâm, nhiệt tình với học viên.","giảng viên tận tâm, nhiệt tình với học viên.",positive
"thường nghỉ giải lao nhiều lần, đôi khi không báo trước.","thường nghỉ giải lao nhiều lần, đôi khi không báo trước.",negative
"Giảng viên tận tâm, nhiệt tình với sinh viên.","giảng viên tận tâm, nhiệt tình với sinh viên.",positive
"thường nói luyên thuyên trong giờ học, dạy không nhiệt tình, buồn ngủ.","thường nói luyên thuyên trong giờ học, dạy không nhiệt tình, buồn ngủ.",negative
"Giảng viên tận tình, giải đáp thắc mắc nhiệt tình.","giảng viên tận tình, giải đáp thắc mắc nhiệt tình.",positive
Hệ thống âm thanh hỗ trợ các bài nghe chưa đáp ứng yêu cầu môn học.,hệ thống âm thanh hỗ trợ các bài nghe chưa đáp ứng yêu cầu môn học.,negative
"Giảng viên tận tâm, nhiệt tình giúp đỡ học viên.","giảng viên tận tâm, nhiệt tình giúp đỡ học viên.",positive
"Hệ thống âm thanh sử dụng cho phần ""nghe"" chưa thực sự tốt.","hệ thống âm thanh sử dụng cho phần ""nghe"" chưa thực sự tốt.",negative
"Giảng viên tận tâm, nhiệt tình hỗ trợ sinh viên học tập và làm đồ án.","giảng viên tận tâm, nhiệt tình hỗ trợ sinh viên học tập và làm đồ án.",positive
Hệ thống bài tập trên Moodle vẫn còn nhiều thiếu sót.,hệ thống bài tập trên moodle vẫn còn nhiều thiếu sót.,negative
"Giảng viên tận tâm, nhiệt tình giải quyết mọi thắc mắc của học viên.","giảng viên tận tâm, nhiệt tình giải quyết mọi thắc mắc của học viên.",positive
"Hệ thống tính điểm của Wecode không thông minh, thường đưa ra kết quả sai tương đương với kết quả đúng và thường mắc nhiều lỗi ngớ ngẩn.","hệ thống tính điểm của wecode không thông minh, thường đưa ra kết quả sai tương đương với kết quả đúng và thường mắc nhiều lỗi ngớ ngẩn.",negative
Hệ thống loa chưa rõ ràng.,hệ thống loa chưa rõ ràng.,negative
"Thầy cô tận tâm, nhiệt tình với học sinh.","thầy cô tận tâm, nhiệt tình với học sinh.",positive
"Giảng viên tận tâm, nhiệt tình với sinh viên, luôn lắng nghe và giải đáp mọi thắc mắc của sinh viên, luôn tạo bối cảnh để sinh viên thảo luận bài học.","giảng viên tận tâm, nhiệt tình với sinh viên, luôn lắng nghe và giải đáp mọi thắc mắc của sinh viên, luôn tạo bối cảnh để sinh viên thảo luận bài học.",positive
